COCT_MT400100,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT510000,UV,2007Jan,R06,Committee,Failed,
COCT_MT510000,UV,2007May,R06,Membership,Failed,
COCT_MT510000,UV,2007Sep,R06,Membership,Accepted,
COCT_MT510000,UV,2012Sep,R06,Reaffirmation,Accepted,
COCT_MT510001,UV,2007Jan,R06,Committee,Failed,
COCT_MT510001,UV,2007May,R06,Membership,Failed,
COCT_MT510001,UV,2007Sep,R06,Membership,Accepted,
COCT_MT510001,UV,2012Sep,R06,Reaffirmation,Accepted,
COCT_MT510002,UV,2007Jan,R06,Committee,Failed,
COCT_MT510002,UV,2007May,R06,Membership,Failed,
COCT_MT510002,UV,2007Sep,R06,Membership,Accepted,
COCT_MT510002,UV,2012Sep,R06,Reaffirmation,Accepted,
COCT_MT510003,UV,2007Jan,R06,Committee,Failed,
COCT_MT510003,UV,2007May,R06,Membership,Failed,
COCT_MT510003,UV,2007Sep,R06,Membership,Accepted,
COCT_MT510003,UV,2012Sep,R06,Reaffirmation,Accepted,
COCT_MT510004,UV,2007Jan,R06,Committee,Failed,
COCT_MT510004,UV,2007May,R06,Membership,Failed,
COCT_MT510004,UV,2007Sep,R06,Membership,Accepted,
COCT_MT510004,UV,2012Sep,R06,Reaffirmation,Accepted,
COCT_MT510005,UV,2007Jan,R06,Committee,Failed,
COCT_MT510005,UV,2007May,R06,Membership,Failed,
COCT_MT510005,UV,2007Sep,R06,Membership,Accepted,
COCT_MT510005,UV,2012Sep,R06,Reaffirmation,Accepted,
COCT_MT180000,UV,2004Jan,R04,Membership,Failed,
COCT_MT180000,UV,2004May,R04,Committee,Failed,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT180000,UV,2005Jan,R04,Committee,Failed,
COCT_MT180000,UV,2005May,R04,Committee,Accepted,
COCT_MT180000,UV,2005Sep,R04,Membership,Accepted,
COCT_MT180000,UV,2012Sep,R04,Reaffirmation,Accepted,
COCT_MT580000,UV,2007May,R06,Membership,Failed,Master List and ballot documentation differed; went with ballot documenation info
COCT_MT580000,UV,2007Sep,R07,Membership,Accepted,"Note from ballot documentation: Passed, reballot due to nominally substantive affirmative change. Balloters who particiapted in the R6M2 ballot are especially encouraged to review the changes made to this CMET. "
COCT_MT580000,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT830120,UV,2006May,R05,Committee,Failed,
COCT_MT830120,UV,2006Sep,R05,Committee,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT830120,UV,2007Jan,R05,Membership,Accepted,
COCT_MT830120,UV,2009Sep,R09,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT830120,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT830110,UV,2006May,R05,Committee,Failed,
COCT_MT830110,UV,2006Sep,R05,Committee,Failed,
COCT_MT830110,UV,2007Jan,R05,Membership,Accepted,
COCT_MT830110,UV,2012Sep,R05,Reaffirmation,Accepted,
COCT_MT190000,UV,2004Jan,R01,Membership,Accepted,
COCT_MT190000,UV,2005Jan,R04,Committee,Failed,
COCT_MT190000,UV,2005May,R04,Committee,Accepted,
COCT_MT190000,UV,2005Sep,R04,Membership,Accepted,
COCT_MT190000,UV,2012Sep,R04,Reaffirmation,Accepted,
COCT_MT680000,UV,2004Jan,R01,Membership,Accepted,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT680000,UV,2005Jan,R04,Committee,Failed,
COCT_MT680000,UV,2005May,R04,Committee,Accepted,
COCT_MT680000,UV,2005Sep,R04,Membership,Accepted,
COCT_MT680000,UV,2012Sep,R04,Reaffirmation,Accepted,
COCT_MT680002,UV,2005Jan,R04,Committee,Failed,
COCT_MT680002,UV,2005May,R04,Committee,Accepted,
COCT_MT680002,UV,2005Sep,R04,Membership,Accepted,
COCT_MT680002,UV,2012Sep,R04,Reaffirmation,Accepted,
COCT_MT680003,UV,2005Jan,R04,Committee,Failed,
COCT_MT680003,UV,2005May,R04,Committee,Accepted,
COCT_MT680003,UV,2005Sep,R04,Membership,Accepted,
COCT_MT680003,UV,2012Sep,R04,Reaffirmation,Accepted,
COCT_MT570000,UV,2007May,R09,Committee,Failed,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT570000,UV,2009Jan,R09,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT570000,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT760000,UV,2005Jan,R04,Committee,Failed,
COCT_MT760000,UV,2005May,R04,Committee,Accepted,
COCT_MT760000,UV,2005Sep,R04,Membership,Accepted,
COCT_MT760000,UV,2012Sep,R04,Reaffirmation,Accepted,
COCT_MT780005,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT780005,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT780005,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT780005,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT480000,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT480000,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT960000,UV,2006May,R05,Committee,Failed,
COCT_MT960000,UV,2006Sep,R05,Membership,Failed,
COCT_MT960000,UV,2007Jan,R05,Membership,Accepted,
COCT_MT960000,UV,2012Sep,R05,Reaffirmation,Accepted,
COCT_MT440000,UV,2008May,R09,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440000,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440000,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440000,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440000,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT440001,UV,2008May,R09,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440001,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440001,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440001,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440001,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT440004,UV,2008May,R09,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440004,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440004,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440004,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440004,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT440005,UV,2008May,R09,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440005,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440005,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440005,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440005,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT440006,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440006,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440006,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440006,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT440007,UV,2008May,R09,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440007,UV,2008Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440007,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT440007,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT440007,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT030000,UV,2004Jan,R01,Membership,Accepted,
COCT_MT030000,UV,2005May,R04,Committee,Accepted,
COCT_MT030000,UV,2005Sep,R04,Membership,Accepted,
COCT_MT030000,UV,2007Sep,R09,Committee,Failed,
COCT_MT030000,UV,2008May,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030000,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT030000,UV,2009Jan,R09,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030000,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT030002,UV,2004Jan,R01,Membership,Accepted,
COCT_MT030002,UV,2007Sep,R07,Committee,Accepted,
COCT_MT030002,UV,2008May,R07,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030002,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030100,UV,2004Jan,R01,Membership,Accepted,
COCT_MT030100,UV,2006May,R09,Committee,Failed,
COCT_MT030100,UV,2007Sep,R09,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT030100,UV,2008May,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030100,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT030100,UV,2009Jan,R09,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030100,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT030101,UV,2004Jan,R01,Membership,Accepted,
COCT_MT030101,UV,2006May,R07,Committee,Failed,
COCT_MT030101,UV,2007Sep,R07,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030101,UV,2008May,R07,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030101,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030102,UV,2004Jan,R01,Membership,Accepted,
COCT_MT030102,UV,2006May,R07,Committee,Failed,
COCT_MT030102,UV,2007Sep,R07,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030102,UV,2008May,R07,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030102,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030107,UV,2006Jan,R07,Committee,Failed,
COCT_MT030107,UV,2006May,R07,Committee,Failed,
COCT_MT030107,UV,2007Sep,R07,Committee,Failed,Master list wasn't clear; making assumptions from balloting documentation that the next level was Membership
COCT_MT030107,UV,2008May,R07,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030107,UV,2008Sep,R07,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030107,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030108,UV,2006Jan,R07,Committee,Failed,
COCT_MT030108,UV,2006May,R07,Committee,Failed,
COCT_MT030108,UV,2007Sep,R07,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030108,UV,2008May,R07,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030108,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT150003,UV,2004Jan,R03,Committee,Failed,
COCT_MT150003,UV,2004May,R03,Committee,Failed,
COCT_MT150003,UV,2005Jan,R03,Membership,Accepted,
COCT_MT150003,UV,2012Sep,R03,Reaffirmation,Accepted,
COCT_MT030200,UV,2004Jan,R01,Membership,Accepted,
COCT_MT030200,UV,2005May,R09,Committee,Accepted,
COCT_MT030200,UV,2005Sep,R09,Membership,Failed,
COCT_MT030200,UV,2006Jan,R09,Committee,Failed,
COCT_MT030200,UV,2006May,R09,Committee,Failed,
COCT_MT030200,UV,2007May,R09,Committee,Failed,Master list wasn't clear; making assumptions from balloting documentation that the next level was Membership
COCT_MT030200,UV,2007Sep,R09,Committee,Failed,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT030200,UV,2008May,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030200,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT030200,UV,2009Jan,R09,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030200,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT030201,UV,2004Jan,R01,Membership,Accepted,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT030201,UV,2007May,R07,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030201,UV,2007Sep,R07,Membership,Accepted,
COCT_MT030201,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030202,UV,2004Jan,R01,Membership,Accepted,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT030202,UV,2007May,R07,Committee,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT030202,UV,2007Sep,R07,Committee,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT030202,UV,2008May,R07,Membership,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT030202,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030203,UV,2004Jan,R02,Committee,Accepted,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT030203,UV,2004May,R02,Membership,Accepted,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT030203,UV,2007May,R07,Committee,Accepted,No info in Master List
COCT_MT030203,UV,2007Sep,R07,Membership,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT030203,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT030207,UV,2006Jan,R07,Committee,Failed,
COCT_MT030207,UV,2006May,R07,Committee,Failed,
COCT_MT030207,UV,2007May,R07,Committee,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT030207,UV,2007Sep,R07,Membership,Failed,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT030207,UV,2008May,R07,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030207,UV,2008Sep,R07,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT030207,UV,2012Sep,R07,Reaffirmation,Accepted,
COCT_MT710000,UV,2004Jan,R01,Membership,Accepted,"Ballot history info only resided in the CMET Master List spreadsheet; did not have CMET info in ballot documentation until January, 2005"
COCT_MT710000,UV,2007Sep,R08,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT710000,UV,2008May,R08,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT710000,UV,2012Sep,R08,Reaffirmation,Accepted,
COCT_MT710007,UV,2006Jan,R08,Committee,Failed,
COCT_MT710007,UV,2006May,R08,Committee,Failed,
COCT_MT710007,UV,2007Sep,R08,Committee,Accepted,Master List has an X for this row; making assumptions from balloting documentation
COCT_MT710007,UV,2008May,R08,Membership,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT710007,UV,2012Sep,R08,Reaffirmation,Accepted,
COCT_MT840000,UV,2006May,R09,Committee,Failed,
COCT_MT840000,UV,2007Jan,R09,Committee,Failed,
COCT_MT840000,UV,2007Sep,R09,Committee,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT840000,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT840000,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT840000,UV,2009May,R09,Normative,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT840000,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT841000,UV,2007Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT841000,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT841000,UV,2009Jan,R09,Normative,Accepted,Master list wasn't clear with the disposition; making assumptions from balloting documentation that the next level was Membership
COCT_MT841000,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT841200,UV,2007Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT841200,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT841200,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT841200,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT841200,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT841100,UV,2007Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT841100,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT841100,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT841100,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT841100,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT840100,UV,2007Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT840100,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT840100,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT840100,UV,2009May,R09,Normative,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT840100,UV,2012Sep,R09,Reaffirmation,Accepted,
COCT_MT841400,UV,2007Sep,R09,Committee,Accepted,No info in Master List; making assumptions from balloting documentation
COCT_MT841400,UV,2008Sep,R09,Membership,Failed,No info in Master List; making assumptions from balloting documentation
COCT_MT841400,UV,2009Jan,R09,Normative,Failed,No info in Master List; making assumptions from balloting documentation
